iter	RMSE
235	0.2727230909
236	0.2726797133
237	0.2726797051
238	0.2726795186
239	0.2726748862
240	0.2726747632
241	0.2726701184
242	0.2718645496
243	0.2718596177
244	0.2717209083
245	0.2717207758
246	0.2717206725
247	0.2717205608
248	0.2717163465
249	0.2715567992
250	0.2715532652
251	0.2715500845
252	0.2715430384
253	0.2715429987
254	0.2715429936
255	0.271530652
256	0.2715247728
257	0.2715220571
258	0.271519023
259	0.27151621
260	0.2715162019
261	0.2715161994
262	0.2715135925
263	0.2715116123
264	0.271007243
265	0.2710072368
266	0.2709669929
267	0.2709669771
268	0.2709651542
269	0.2708483521
270	0.2708462011
271	0.2708461937
272	0.2708382881
273	0.2708382837
274	0.2708379389
275	0.2708372471
276	0.270837247
277	0.2708318389
278	0.2708303714
279	0.2708016823
280	0.2708016776
281	0.2708016734
282	0.2708016723
283	0.2708016688
284	0.27075909
285	0.2707590886
286	0.2707386841
287	0.2707386808
288	0.270738678
289	0.2707194137
290	0.2706692765
291	0.270602491
292	0.2706024874
293	0.2706024843
294	0.2706024831
295	0.2706024805
296	0.2706024783
297	0.2701110973
298	0.2700245589
299	0.2700232153
300	0.2700232111
301	0.2700232073
302	0.2700219748
303	0.2700219736
304	0.2700219726
305	0.2700219699
306	0.2697417144
307	0.2697413981
308	0.2697413973
309	0.2693294253
310	0.2693294245
311	0.2693279892
312	0.2693279886
313	0.2693279885
314	0.2689058304
315	0.2689058293
316	0.2689058245
317	0.2689058236
318	0.2688341395
319	0.2688327839
320	0.2688327833
321	0.2688327827
322	0.2688327823
323	0.2686894317
324	0.2680405354
325	0.268040535
326	0.2680405349
327	0.2680405346
328	0.2680405343
329	0.2680405341
330	0.2680405339
331	0.2680405092
332	0.2680405091
333	0.2680067215
334	0.2680067203
335	0.2680067052
336	0.2680067052
337	0.2680067041
338	0.2680067031
339	0.2680067021
340	0.2680067021
341	0.2680064483
342	0.2677748803
343	0.2677748802
344	0.2677748798
345	0.2677740557
346	0.2677728812
347	0.267772751
348	0.2677727491
349	0.267704465
350	0.2677037576
351	0.2677037544
352	0.2677037458
353	0.2675470277
354	0.2675460809
355	0.2675459447
356	0.2675459437
357	0.2674215004
358	0.2674215
359	0.2672692017
360	0.2672692017
361	0.2669196946
362	0.2669196934
363	0.2669196925
364	0.2669155345
365	0.2669155314
366	0.2669154231
367	0.266782373
368	0.2667821249
369	0.2667821219
370	0.2667818284
371	0.2667740142
372	0.2667740138
373	0.2667681977
374	0.2665521762
375	0.2664044999
376	0.2664043963
377	0.2662851135
378	0.2661847829
379	0.2661845645
380	0.2661697734
381	0.2661550222
382	0.2661549415
383	0.265878677
384	0.2658480648
385	0.2656868083
386	0.2655535205
387	0.2654872532
388	0.265363305
389	0.2651564588
390	0.2651193177
391	0.2649809653
392	0.2649794695
393	0.2648881543
394	0.2648228711
395	0.2647387439
396	0.2646972001
397	0.2646971342
398	0.2646971205
399	0.2643662453
400	0.2643266927
401	0.2643266211
402	0.2642342272
403	0.2642342173
404	0.2642342081
405	0.2642341997
406	0.2641579604
407	0.2641579536
408	0.2641558516
409	0.2641558458
410	0.2641553271
411	0.2641341754
412	0.2641338067
413	0.2641337614
414	0.2641337205
415	0.2641332814
416	0.2640752021
417	0.26407519
418	0.264075072
419	0.2640749339
420	0.2640749245
421	0.2640749158
422	0.264071667
423	0.2640712247
424	0.2639707987
425	0.2639707874
426	0.26396369
427	0.2639636756
428	0.263962862
429	0.263962847
430	0.263962591
431	0.2639619269
432	0.2639619098
433	0.2639618936
434	0.2639618791
435	0.2639303847
436	0.263930369
437	0.2638262736
438	0.2638208064
439	0.2638207907
440	0.2638204021
441	0.2638203864
442	0.2638203719
443	0.2638201542
444	0.2638200397
445	0.2637237514
446	0.2637237408
447	0.2637237309
448	0.2637237219
449	0.2635775262
450	0.263577518
451	0.2635775105
452	0.263577408
453	0.2635567392
454	0.2635565352
455	0.2635556949
456	0.2635556047
457	0.263201578
458	0.2632013128
459	0.2631848787
460	0.2631847935
461	0.2631830885
462	0.2631829278
463	0.2631828519
464	0.2631828453
465	0.2631828393
466	0.2631825338
467	0.2631823844
468	0.2631823774
469	0.2631823709
470	0.2631823649
471	0.2631823594
472	0.2631816515
473	0.2631787401
474	0.2631787354
475	0.2631786654
476	0.2631786615
477	0.2631785954
478	0.2631785326
479	0.2631785295
480	0.2631783883
481	0.2631783299
482	0.2631782744
483	0.263178146
484	0.2631662916
485	0.2631662403
486	0.2631252084
487	0.2631251542
488	0.2631007872
489	0.2629352118
490	0.2628791495
491	0.2626681703
492	0.2625883814
493	0.2625593991
494	0.2623794295
495	0.2623794279
496	0.2623794265
497	0.262243482
498	0.2622434361
499	0.2622434127
500	0.262242089
501	0.2622419581
502	0.2622419197
503	0.2622419193
504	0.2621419378
505	0.2621418359
506	0.2621417208
507	0.262141318
508	0.2621146197
509	0.2621146114
510	0.262114604
511	0.262113785
512	0.2621137779
513	0.2621137715
514	0.262113741
515	0.2621098385
516	0.2621098353
517	0.2621098324
518	0.2621098264
519	0.2621097699
520	0.2621097672
521	0.2621097649
522	0.2621097585
523	0.2621097561
524	0.2621097289
525	0.2621097232
526	0.262109718
527	0.2621046547
528	0.2621046508
529	0.2621046467
530	0.2619818361
531	0.2619254089
532	0.2619253595
533	0.2618286942
534	0.2618286848
535	0.2618286762
536	0.2618286516
537	0.2618286282
538	0.2618285889
539	0.2618285873
540	0.261828551
541	0.2618270298
542	0.2618270251
543	0.2618270209
544	0.261827017
545	0.2618269862
546	0.2618269831
547	0.2618269798
548	0.2618269768
549	0.2618269736
550	0.2618269706
551	0.2618269674
552	0.2618269645
553	0.2618269614
554	0.2618269334
555	0.2618030736
556	0.2618027439
557	0.2618027397
558	0.2618027088
559	0.2618018667
560	0.261795846
561	0.261795844
562	0.2617958394
563	0.2617958203
564	0.2617958162
565	0.2617958125
566	0.2617958092
567	0.2617958067
568	0.2617957906
569	0.2617957877
570	0.261795785
571	0.2617957822
572	0.2617957532
573	0.261795737
574	0.2617957346
575	0.2617957193
576	0.2616798363
577	0.2616797779
578	0.2616797739
579	0.2616797725
580	0.2616797546
581	0.2616797506
582	0.2616797469
583	0.2615963865
584	0.2615963843
585	0.2615963823
586	0.2615963805
587	0.2615963789
588	0.2615963681
589	0.2615963647
590	0.2615823463
591	0.2614744981
592	0.2614620214
593	0.2614620187
594	0.2614617016
595	0.2614616935
596	0.2613889494
597	0.261387941
598	0.2613879391
599	0.2611542099
600	0.2611490345
601	0.2611490309
602	0.2611490192
603	0.2611486989
604	0.2611486965
605	0.2611486856
606	0.2611485822
607	0.2611474079
608	0.2611471938
609	0.2611471928
610	0.2611471841
611	0.2611471833
612	0.2611108623
613	0.2611108617
614	0.2611108612
615	0.2611108607
616	0.2610586621
617	0.2610586619
618	0.2610540417
619	0.2610540414
620	0.2610540341
621	0.2610151076
622	0.2610148349
623	0.2609949636
624	0.2609948238
625	0.2608310162
626	0.2608310159
627	0.2608073198
628	0.2608073194
629	0.260807318
630	0.2608071041
631	0.2608071027
632	0.2608070976
633	0.2607620811
634	0.2603767002
635	0.2603766008
636	0.2603764452
637	0.2603764389
638	0.2603764385
639	0.2603764365
640	0.2603764276
641	0.2603764192
642	0.2603764139
643	0.2603764123
644	0.2603752661
645	0.2603752658
646	0.260375168
647	0.2603751666
648	0.26037516
649	0.2603751558
650	0.2603751518
651	0.260375148
652	0.2603751478
653	0.2603751442
654	0.2603751409
655	0.2603751377
656	0.2603751346
657	0.2603729972
658	0.2603729942
659	0.2603593015
660	0.2603293545
661	0.2601596276
662	0.2601596274
663	0.2601596261
664	0.260159625
665	0.2601466753
666	0.2601466747
667	0.2601401448
668	0.2601401433
669	0.2601401426
670	0.260140142
671	0.2601401415
672	0.2601401403
673	0.2601401399
674	0.2601400758
675	0.2601400752
676	0.2600338734
677	0.2600338718
678	0.2600338703
679	0.2600337306
680	0.2600326247
681	0.2600326232
682	0.2600317936
683	0.2600317931
684	0.2600317923
685	0.2600204757
686	0.2600204755
687	0.2600191574
688	0.2600191573
689	0.2600191572
690	0.2600191562
691	0.2600191553
692	0.2600190577
693	0.260002374
694	0.2600023738
695	0.2599992506
696	0.2599992505
697	0.2599992264
698	0.2599992257
699	0.259999225
700	0.2599580887
701	0.2599580886
702	0.2599569031
703	0.2599296392
704	0.2599286428
705	0.2599285534
706	0.259928553
707	0.2599285526
708	0.2599285524
709	0.2599285476
710	0.2599285473
711	0.2599284613
712	0.2599284608
713	0.2599284606
714	0.2599284604
715	0.2599284603
716	0.2599284601
717	0.25992846
718	0.2599284599
719	0.2599284598
720	0.2599284597
721	0.25992839
722	0.2599283899
723	0.2599283899
724	0.2599283898
725	0.2599283895
726	0.2599283894
727	0.2599283247
728	0.2599283247
729	0.2599283247
730	0.2599283246
731	0.2599283244
732	0.259928316
733	0.259928316
734	0.2599283158
735	0.2599283157
736	0.2599283157
737	0.2598988277
738	0.2598976643
739	0.2598976641
740	0.2598976641
741	0.2598976639
742	0.2598975949
743	0.2598975564
744	0.2598975563
745	0.2598975561
746	0.2598975561
747	0.2598975546
748	0.2598965095
749	0.2598965092
750	0.2598965091
751	0.259896509
752	0.2598889822
753	0.2598889802
754	0.2598889779
755	0.2596990444
756	0.2596985775
757	0.2596985759
758	0.2596985745
759	0.2596985731
760	0.2596985718
761	0.2596985706
762	0.2596975536
763	0.2596975529
764	0.2596975523
765	0.2596975519
766	0.2596975513
767	0.2596975508
768	0.2596974606
769	0.2596974605
770	0.25969746
771	0.2596974597
772	0.2596100614
773	0.2596100602
774	0.2595228937
775	0.2595228935
776	0.2595228205
777	0.2595228115
778	0.2593672569
779	0.2593672559
780	0.2593672494
781	0.2593636985
782	0.2593606484
783	0.2593606484
784	0.2593606441
785	0.2593606439
786	0.2593592493
787	0.2593592493
788	0.2593592491
789	0.2593592436
790	0.2593592436
791	0.2593591588
792	0.2593591586
793	0.2593591584
794	0.2593583356
795	0.2593583355
796	0.2593583348
797	0.2593583346
798	0.2593583341
799	0.2593507375
800	0.2593507372
801	0.2593507367
802	0.2593312833
803	0.2593312471
804	0.2592409687
805	0.2591736931
806	0.2590647605
807	0.25905189
808	0.2590518898
809	0.2590249852
810	0.2590222599
811	0.2590222598
812	0.2590222407
813	0.2589304372
814	0.2589304305
815	0.2589304298
816	0.2587685012
817	0.2587685006
818	0.2587684973
819	0.2587682706
820	0.2587682702
821	0.2587682696
822	0.2587682692
823	0.2587681991
824	0.258541821
825	0.2585371603
826	0.2585371603
827	0.2585371602
828	0.2585371602
829	0.2585371602
830	0.258535622
831	0.2585356219
832	0.2584680808
833	0.2584355509
834	0.25827102
835	0.2582710188
836	0.2582709927
837	0.2582709908
838	0.2582709899
839	0.2582709891
840	0.2582709885
841	0.258270988
842	0.2582709813
843	0.2582468263
844	0.25824682
845	0.2582468196
846	0.2582266181
847	0.2581763186
848	0.2581763165
849	0.2581763164
850	0.2581763163
851	0.2581763162
852	0.2581763161
853	0.2581763161
854	0.258176316
855	0.2581763159
856	0.2581763158
857	0.2581763158
858	0.2581763158
859	0.2581763157
860	0.2581763157
861	0.2581763156
862	0.2581269814
863	0.2580878657
864	0.2579730476
865	0.2579730475
866	0.2579730474
867	0.2579301655
868	0.2579301652
869	0.257930165
870	0.2579301649
871	0.2579071055
872	0.2579070495
873	0.2579070493
874	0.257812295
875	0.2578113168
876	0.2578112868
877	0.2578107964
878	0.2577097147
879	0.2577097144
880	0.257443421
881	0.2573229042
882	0.2572393611
883	0.2572393608
884	0.2572393567
885	0.2572393564
886	0.2572393533
887	0.2572375559
888	0.2572375557
889	0.2572375555
890	0.2572375523
891	0.2572375522
892	0.2572243631
893	0.2572243217
894	0.2572243188
895	0.2571255536
896	0.2570255041
897	0.2570254991
898	0.257024905
899	0.2570249047
900	0.2570115058
901	0.2570115057
902	0.2570115057
903	0.2570115052
904	0.2569550096
905	0.2569544882
906	0.2569544877
907	0.256954481
908	0.2569544807
909	0.2569544804
910	0.2569508886
911	0.2569508884
912	0.2569508843
913	0.2569508842
914	0.256950884
915	0.2569508839
916	0.2569508837
917	0.2569508836
918	0.2569508836
919	0.2569508835
920	0.2569508834
921	0.2569508833
922	0.2569508833
923	0.2569508797
924	0.2569397601
925	0.2569344799
926	0.2569344799
927	0.2569344295
928	0.2569344272
929	0.2569250745
930	0.2569250741
931	0.2566888751
932	0.2566888744
933	0.2566591769
934	0.2566487495
935	0.2566487491
936	0.2566487483
937	0.2566487479
938	0.2566487476
939	0.2566431274
940	0.25658125
941	0.2564648361
942	0.2564281684
943	0.2562653777
944	0.2562617454
945	0.2562617446
946	0.2562351288
947	0.2562351281
948	0.256235124
949	0.2562351234
950	0.2562351229
951	0.2562351195
952	0.2562346243
953	0.2561777627
954	0.256164076
955	0.256164075
956	0.2561640732
957	0.2561639676
958	0.2561639668
959	0.2561639638
960	0.2561639619
961	0.2561639604
962	0.2561634246
963	0.2561634239
964	0.2561634226
965	0.2561634214
966	0.256163337
967	0.2560453079
968	0.2560453047
969	0.2560453041
970	0.2560453031
971	0.2560453026
972	0.2560453007
973	0.2560452343
974	0.2560452225
975	0.2560445299
976	0.2560445296
977	0.256036531
978	0.2560365271
979	0.2560365263
980	0.2560365252
981	0.2560365217
982	0.2560365212
983	0.2560365207
984	0.2560365202
985	0.2560365194
986	0.256036519
987	0.2560365187
988	0.256036516
989	0.2560365154
990	0.2560333746
991	0.2560333738
992	0.2560333737
993	0.2560333251
994	0.2560333244
995	0.2560333243
996	0.2560333242
997	0.2560333242
998	0.256033321
999	0.2560330813
